ZONE,Cu,Au,Cu_SK,Au_SK
2.0,0.004,0.299,0.0071148,0.34249704
2.0,0.004,0.299,0.00677928,0.5000493
2.0,0.004,0.299,0.00749496,1.44998993
2.0,0.009,2.607,0.00719644,1.44802117
2.0,0.009,2.607,0.00812048,2.40023694
2.0,0.009,2.608,0.00814444,2.56101607
2.0,0.009,2.608,0.00715343,2.58973653
2.0,0.003,2.608,0.00747772,2.59660791
2.0,0.003,2.608,0.00614643,2.60037299
2.0,0.004,2.611,0.00520958,2.59956498
2.0,0.004,2.611,0.00472953,2.58352817
2.0,0.004,2.612,0.00427127,2.4691489
2.0,0.004,2.612,0.00357806,1.7817865
2.0,0.003,0.946,0.00331433,1.78191143
2.0,0.003,0.946,0.00272892,1.09480727
2.0,0.003,0.946,0.00249607,0.98014879
2.0,0.003,0.946,0.00241079,0.96205461
2.0,0.003,0.946,0.00240128,0.96008802
2.0,0.003,0.946,0.00266021,0.96061846
2.0,0.003,0.946,0.00319162,0.9612369
2.0,0.003,0.946,0.00411788,0.96166631
2.0,0.003,0.946,0.00587249,0.96279349
2.0,0.004,0.149,0.01300182,0.23248639
2.0,0.004,0.149,0.00900393,0.16007535
2.0,0.004,0.149,0.00723402,0.15179901
2.0,0.004,0.149,0.00646325,0.15047506
2.0,0.004,0.149,0.00660517,0.15139167
2.0,0.004,0.149,0.00771804,0.15723212
2.0,0.004,0.149,0.01032505,0.19948829
1.0,0.195,4.321,0.19197592,4.28739659
1.0,0.195,4.321,0.19192892,4.28943675
1.0,0.195,4.322,0.19172117,4.29211403
1.0,0.195,4.322,0.19132212,4.29297066
1.0,0.195,4.323,0.19060678,4.28240126
1.0,0.195,4.323,0.18946144,4.22626003
1.0,0.195,4.324,0.18719776,3.97048774
1.0,0.195,4.324,0.18287424,2.88632748
1.0,0.18,1.458,0.1808789,2.88087914
1.0,0.18,1.459,0.1741179,1.77975229
1.0,0.18,1.459,0.16827176,1.70679502
,,,,
1.0,0.083,2.386,0.08127645,2.3690385
1.0,0.083,2.386,0.08475293,2.36776614
1.0,0.083,2.387,0.08578344,2.36340387
1.0,0.083,2.387,0.08631171,2.35830061
1.0,0.083,2.387,0.08670159,2.35477755
1.0,0.083,2.387,0.08683235,2.35249455
1.0,0.084,2.387,0.08679212,2.35205196
1.0,0.084,2.388,0.0869891,2.35348729
1.0,0.084,2.388,0.08695577,2.35398796
1.0,0.084,2.388,0.08692949,2.35552101
1.0,0.084,2.388,0.08676967,2.35716768
1.0,0.084,2.39,0.0867873,2.35851422
1.0,0.084,2.391,0.08705615,2.35994755
1.0,0.084,2.391,0.08803854,2.36816131
1.0,0.084,2.391,0.08998511,2.36848805
1.0,0.084,2.391,0.09376908,2.36873008
1.0,0.084,2.391,0.10057527,2.36914006
1.0,0.084,2.391,0.11344512,2.37011367
1.0,0.147,2.392,0.11089408,2.37070011
1.0,0.147,2.392,0.12035124,2.36167562
1.0,0.147,2.393,0.11812713,2.2747301
,,,,
1.0,0.017,4.34,0.04576481,4.2066822
1.0,0.017,4.34,0.03120139,4.30769908
1.0,0.017,4.342,0.02495627,4.32033
1.0,0.017,4.342,0.0224943,4.32463772
1.0,0.017,4.344,0.02152488,4.32613993
1.0,0.017,4.345,0.02154821,4.32616468
1.0,0.017,4.346,0.02273298,4.32629991
1.0,0.017,4.347,0.02579586,4.32685256
1.0,0.017,4.349,0.03185688,4.32559422
1.0,0.017,4.349,0.04330764,4.32412494
1.0,0.017,4.349,0.06457873,4.31970867
1.0,0.017,4.35,0.10456791,4.30492254
1.0,0.195,4.314,0.10431967,4.30430006
1.0,0.195,4.314,0.14387065,4.28926903
1.0,0.195,4.315,0.16576376,4.28493562
1.0,0.195,4.316,0.17767766,4.28362645
1.0,0.195,4.317,0.18415081,4.28291031
1.0,0.195,4.317,0.18752074,4.2834138
1.0,0.195,4.319,0.18945073,4.28347404
1.0,0.195,4.319,0.19065704,4.28446012
1.0,0.195,4.319,0.19122996,4.28273083
1.0,0.195,4.32,0.19173383,4.28296783
1.0,0.195,4.32,0.19182177,4.28551333
1.0,0.006,0.596,0.02421352,0.85878701
1.0,0.006,0.596,0.01097886,0.66951986
1.0,0.006,0.596,0.01003736,0.63242415
1.0,0.006,0.597,0.01059563,0.62678057
1.0,0.006,0.597,0.01255495,0.63230516
1.0,0.006,0.597,0.016571,0.66095684
1.0,0.006,0.597,0.02371446,0.76971564
1.0,0.028,0.903,0.02758035,0.80365147
1.0,0.028,0.903,0.03931818,1.05439121
1.0,0.028,0.904,0.05416881,1.6320183
1.0,0.083,2.384,0.0554916,1.64115346
1.0,0.083,2.385,0.06832553,2.19244254
1.0,0.083,2.385,0.07535069,2.33058227
1.0,0.083,2.386,0.07920053,2.36467014
1.0,0.02,0.197,0.02608689,1.06331926
1.0,0.02,0.198,0.02359895,0.44929133
1.0,0.02,0.198,0.02285717,0.34850051
1.0,0.02,0.198,0.02319735,0.34048823
1.0,0.02,0.198,0.02474121,0.32950095
1.0,0.02,0.198,0.02811528,0.33618618
1.0,0.02,0.198,0.03479332,0.36236893
1.0,0.056,0.198,0.03225901,0.46478279
1.0,0.045,0.482,0.04046029,0.45741384
1.0,0.045,0.482,0.0423835,0.56718898
1.0,0.045,0.482,0.04345993,0.59284044
1.0,0.045,0.482,0.04412217,0.5976821
1.0,0.045,0.482,0.04487358,0.59754925
1.0,0.045,0.483,0.04542884,0.59737972
1.0,0.045,0.483,0.04575474,0.59462846
1.0,0.045,0.483,0.04598615,0.58852109
1.0,0.045,0.483,0.04617251,0.5809268
1.0,0.045,0.483,0.04610581,0.57304039
1.0,0.045,0.483,0.04604512,0.56569651
1.0,0.045,0.483,0.04600047,0.5602039
,,,,
2.0,0.025,1.29,0.02113001,4.6220913
2.0,0.025,1.291,0.02054765,1.68207084
2.0,0.025,1.291,0.02118164,1.31979636
2.0,0.025,1.291,0.02170524,1.28236032
2.0,0.025,1.291,0.02195959,1.28420311
2.0,0.025,1.291,0.02247242,1.29018631
2.0,0.025,1.291,0.02274657,1.29060422
2.0,0.025,1.292,0.02310288,1.29084593
2.0,0.025,1.292,0.02337652,1.29170475
2.0,0.025,1.292,0.0241292,1.29208652
2.0,0.025,1.292,0.02595139,1.29184964
2.0,0.025,1.292,0.03094172,1.29260377
2.0,0.025,1.293,0.04221265,1.30785418
2.0,0.025,1.293,0.07441968,1.45346903
,,,,
2.0,0.025,0.266,0.05961489,0.34017327
2.0,0.025,0.266,0.05669762,0.3399623
2.0,0.025,0.266,0.05420658,0.33250871
2.0,0.025,0.266,0.05182842,0.33323187
2.0,0.025,0.266,0.04965499,0.34726222
2.0,0.025,0.266,0.04409066,0.37303401
2.0,0.025,0.267,0.0382233,0.40374404
2.0,0.025,0.267,0.03288606,0.43050444
2.0,0.025,0.267,0.02830404,0.44546821
2.0,0.025,0.267,0.02392171,0.44817544
2.0,0.025,0.267,0.02032757,0.44262178
2.0,0.025,0.267,0.01780106,0.42954893
2.0,0.025,0.267,0.01411902,0.82218556
2.0,0.761,1.351,0.62369496,1.44106407
2.0,0.762,1.351,0.4639155,1.43147746
2.0,0.156,1.351,0.46346261,1.4173468
2.0,0.156,1.352,0.3043588,1.39994241
2.0,0.156,1.353,0.22881276,1.38236448
2.0,0.156,1.353,0.19229888,1.36795754
2.0,0.156,1.353,0.1739591,1.35814367
2.0,0.156,1.353,0.16370811,1.35298011
2.0,0.156,1.353,0.15706431,1.34818527
2.0,0.156,1.353,0.14955509,1.32126983
2.0,0.156,1.353,0.13849233,1.1256477
2.0,0.127,0.892,0.13448247,1.13943142
2.0,0.127,0.892,0.12057934,1.04299003
2.0,0.605,0.343,0.63086886,0.34826513
2.0,0.605,0.343,0.65225154,0.3718781
2.0,0.605,0.343,0.66584374,0.38772028
2.0,0.606,0.344,0.67232583,0.39314148
2.0,0.606,0.344,0.67840528,0.39276852
2.0,0.606,0.344,0.68220169,0.39363704
2.0,0.606,0.344,0.68490718,0.39873101
2.0,0.606,0.344,0.68606505,0.40679327
2.0,0.606,0.344,0.6866144,0.41211033
2.0,0.606,0.344,0.68893583,0.41090843
2.0,0.606,0.344,0.69836349,0.41558807
2.0,0.606,0.344,0.72600261,0.57763495
2.0,0.606,0.344,0.793184,2.01632306
2.0,0.875,3.802,0.78575522,2.0199626
2.0,0.875,3.803,0.84829541,3.47436086
2.0,0.876,3.803,0.86842,3.65925802
2.0,0.876,3.804,0.87081465,3.68290482
2.0,0.876,3.804,0.86785861,3.69152739
2.0,0.876,3.805,0.86451874,3.69974908
2.0,0.876,3.805,0.86303485,3.70861078
2.0,0.876,3.805,0.86244396,3.71787721
2.0,0.876,3.805,0.86102432,3.72638073
2.0,0.877,3.806,0.85717052,3.73213363
2.0,0.877,3.806,0.84814092,3.72902117
2.0,0.877,3.807,0.825178,3.63981688
2.0,0.877,3.808,0.76548119,2.88753108
2.0,0.673,2.021,0.76160852,2.88769085
2.0,0.673,2.021,0.69658351,2.1342018
2.0,0.673,2.021,0.65369155,2.03971954
2.0,0.674,2.021,0.60426202,2.05067156
2.0,0.674,2.022,0.51703074,2.35276018
2.0,0.674,2.022,0.33290068,4.93507633
2.0,0.025,8.155,0.32751902,4.92277094
2.0,0.025,8.156,0.14741053,7.51844777
2.0,0.025,8.158,0.07094783,7.84099857
2.0,0.025,8.159,0.03940801,7.88770472
2.0,0.025,8.16,0.02725067,7.89420658
2.0,0.025,8.17,0.02285404,7.90454687
2.0,0.025,8.172,0.02169398,7.88523347
2.0,0.025,8.175,0.02182275,7.53711659
2.0,0.025,8.181,0.02180868,4.60738047
2.0,0.011,0.562,0.06810064,1.3131079
2.0,0.011,2.077,0.06484689,1.31287531
2.0,0.011,2.077,0.06549927,1.94284069
2.0,0.011,2.077,0.06732359,2.03282099
2.0,0.011,2.078,0.06983292,2.0394163
2.0,0.011,2.078,0.07191243,2.03603641
2.0,0.011,2.078,0.07340316,2.03842912
2.0,0.011,2.079,0.07269021,2.08396802
2.0,0.011,2.079,0.06964248,2.42587243
2.0,0.004,2.902,0.06829716,2.42631294
2.0,0.004,2.903,0.06519628,2.77171408
2.0,0.004,2.903,0.06346334,2.82308986
2.0,0.004,2.903,0.06235537,2.8309849
2.0,0.004,2.903,0.0613859,2.83395385
2.0,0.004,2.904,0.06041524,2.836158
2.0,0.004,2.904,0.05416511,2.83088421
2.0,0.004,2.904,0.04809335,2.84220097
2.0,0.004,2.905,0.03864269,2.84694228
2.0,0.268,2.758,0.267422,2.87013608
2.0,0.269,2.932,0.26308991,2.19727127
2.0,0.259,1.757,0.26658884,2.18394981
2.0,0.259,1.757,0.27202821,1.01679047
2.0,0.289,0.103,0.27188095,0.94787382
2.0,0.289,0.103,0.27922699,0.24273826
2.0,0.289,0.103,0.28108504,0.14258593
2.0,0.289,0.103,0.27725422,0.12636923
2.0,0.289,0.103,0.26490649,0.12288447
2.0,0.289,0.103,0.23600059,0.12105162
2.0,0.174,0.104,0.23559681,0.11825279
2.0,0.174,0.104,0.20579301,0.13098906
2.0,0.174,0.104,0.19113957,0.25461221
2.0,0.174,0.104,0.18266818,1.18710035
2.0,0.174,2.326,0.17867449,1.18811645
2.0,0.174,2.327,0.17763576,2.12298693
2.0,0.174,2.328,0.17924187,2.24970061
2.0,0.174,2.328,0.18641794,2.27241185
2.0,0.168,2.328,0.2055989,2.27051506
2.0,0.168,2.328,0.24392885,2.24317502
2.0,0.168,2.26,0.32506358,2.24464901
2.0,0.168,2.26,0.49694139,2.21705477
2.0,0.847,2.261,0.48543928,2.20876845
2.0,0.847,2.261,0.63381605,2.16401083
2.0,0.847,2.261,0.65625565,1.82621263
2.0,0.603,1.462,0.70137988,1.8322477
2.0,0.603,1.462,0.67099462,1.50707146
2.0,0.603,1.462,0.6823607,1.48930608
2.0,0.603,1.462,0.74246738,1.5837225
2.0,0.729,1.463,0.81849318,2.19936362
2.0,1.041,2.884,0.84841314,2.20614425
2.0,1.041,2.884,0.9422092,2.81033125
2.0,1.042,2.884,0.98300747,2.89307793
2.0,1.042,2.885,0.9958065,2.91736803
2.0,1.043,2.885,0.9870989,3.03298584
2.0,1.043,2.885,0.95244986,3.87925933
2.0,0.89,4.875,0.95530855,3.88256297
2.0,0.89,4.883,0.91744165,4.73008969
2.0,0.89,4.885,0.90035527,4.84873782
2.0,0.89,4.885,0.89325909,4.86392083
2.0,0.891,4.887,0.89026133,4.86157696
2.0,0.891,4.887,0.88914134,4.85744499
2.0,0.891,4.888,0.88784671,4.85155157
2.0,0.891,4.888,0.88490937,4.84730855
2.0,0.892,4.889,0.87766897,4.84192395
2.0,0.892,4.89,0.86193169,4.81114035
2.0,0.892,4.891,0.82790843,4.5671237
2.0,0.762,4.892,0.82750271,2.72646632
2.0,0.76,0.409,0.79367472,3.14626371
2.0,0.761,1.35,0.77666527,1.25394914
2.0,0.761,1.35,0.76800679,1.40924801
2.0,0.761,1.35,0.76100339,1.43910615
2.0,0.761,1.35,0.75167121,1.44644229
2.0,0.761,1.35,0.73445836,1.44648184
2.0,0.761,1.351,0.69880964,1.44534477
2.0,0.314,1.327,0.31740221,1.46227683
2.0,0.314,1.327,0.32108905,1.44483608
2.0,0.314,1.327,0.31867904,1.41195216
2.0,0.314,1.327,0.31044313,1.36487118
2.0,0.314,1.327,0.29218002,1.28509423
2.0,0.315,1.327,0.24950017,0.95000198
2.0,0.15,0.583,0.25578364,0.9223213
2.0,0.15,0.583,0.23405485,0.59410659
2.0,0.15,0.583,0.26940582,0.52819888
2.0,0.15,0.583,0.38861131,0.41860966
2.0,0.605,0.343,0.3991461,0.41776209
2.0,0.605,0.343,0.53101819,0.32370413
2.0,0.605,0.343,0.59529158,0.326161
,,,,
,,,,
1.0,0.152,3.57,0.16127118,3.65345099
1.0,0.152,3.571,0.15828381,3.61166009
,,,,
,,,,
,,,,
1.0,0.19,4.294,0.17354515,4.06066188
1.0,0.19,4.294,0.17730044,4.22416313
1.0,0.19,4.296,0.17518929,4.18603341
1.0,0.19,4.298,0.16779418,3.92322276
1.0,0.152,3.569,0.1690771,3.92413578
,,,,
,,,,
,,,,
2.0,1.781,0.804,1.7338297,1.63992916
2.0,1.783,0.804,1.72466638,0.93910312
2.0,1.783,0.804,1.71867958,0.83674302
2.0,1.775,0.804,1.71374621,0.82457876
2.0,1.777,0.804,1.69730602,0.82758288
2.0,1.777,0.805,1.66359668,0.83726063
2.0,1.777,0.805,1.58093643,0.88474633
2.0,1.779,0.805,1.386152,1.18371546
2.0,1.779,0.805,0.92493557,3.15363871
2.0,0.128,5.482,0.92650226,3.11863017
2.0,0.128,5.483,0.46814701,4.85766081
2.0,0.128,5.485,0.27130086,3.59151952
2.0,0.13,1.779,0.18783439,3.63677395
2.0,0.13,1.779,0.15521677,2.07830707
2.0,0.13,1.78,0.14605151,1.84349938
2.0,0.13,1.78,0.15233432,1.82095245
2.0,0.13,1.78,0.1820072,2.01721731
2.0,0.246,0.948,0.26116633,0.95009253
2.0,0.246,0.948,0.27074551,0.95015425
2.0,0.246,0.948,0.27607386,0.950309
2.0,0.246,0.948,0.27627506,0.94997272
2.0,0.246,0.948,0.27423709,0.94999594
2.0,0.247,0.949,0.27317426,0.95189275
2.0,0.247,0.949,0.27070886,0.94993076
2.0,0.247,0.949,0.26629649,0.94951038
2.0,0.247,0.949,0.26590906,0.94896868
2.0,1.61,1.744,1.70421399,1.7771485
2.0,0.322,3.708,0.32763621,3.66303416
2.0,0.322,3.709,0.32749812,3.66479334
2.0,0.322,3.71,0.327405,3.6654926
2.0,0.322,3.71,0.33248659,3.66788115
2.0,0.322,3.711,0.35143582,3.6888048
2.0,0.322,3.711,0.39926445,3.72071065
2.0,0.322,3.712,0.51454438,3.93481587
2.0,0.322,3.712,0.78659828,5.36318468
2.0,1.28,7.11,0.80076691,5.36411933
2.0,1.28,7.112,1.08142233,6.79335182
2.0,1.281,7.114,1.22431357,7.01118195
2.0,1.281,7.119,1.3352095,7.04458094
2.0,1.282,7.119,1.49522827,7.04696412
2.0,1.794,7.12,1.50321353,7.00626248
2.0,1.797,7.12,1.64391759,6.71565375
2.0,1.798,7.122,1.70157253,4.75942819
2.0,1.783,2.468,1.72838347,4.76224667
2.0,1.784,2.468,1.73546839,2.80470641
2.0,1.784,2.469,1.73869346,2.51072069
2.0,1.784,2.469,1.74027609,2.46794745
2.0,1.785,2.469,1.74126234,2.46231524
2.0,1.786,2.469,1.74267637,2.46211562
2.0,1.786,2.47,1.74460326,2.46211121
2.0,1.787,2.471,1.7461447,2.46272075
2.0,1.788,2.472,1.74779413,2.46319254
2.0,1.789,2.472,1.75004824,2.46201433
2.0,1.792,2.472,1.74877681,2.44717697
2.0,1.793,2.473,1.74532772,2.34178318
2.0,1.794,2.473,1.73768841,1.63902963
2.0,0.456,0.997,0.44322569,4.02911401
2.0,0.391,7.145,0.44472787,4.03088742
2.0,0.391,7.147,0.42861092,6.48012684
2.0,0.391,7.15,0.42186371,6.95945296
2.0,0.391,7.151,0.41892357,7.05518754
2.0,0.391,7.151,0.41792161,7.07089911
2.0,0.391,7.157,0.41853132,7.07139891
2.0,0.391,7.162,0.41914039,7.05558537
2.0,0.391,7.165,0.41990483,6.95868943
2.0,0.391,7.168,0.42212354,6.43190385
2.0,0.391,7.173,0.42164274,3.75542053
2.0,0.391,0.435,0.42318395,3.75537897
2.0,0.391,0.435,0.42218458,1.07865314
2.0,0.391,0.435,0.41935475,0.5614731
2.0,0.391,0.435,0.41405978,0.45877123
2.0,0.392,0.436,0.40727342,0.4401439
2.0,0.392,0.436,0.400891,0.43807288
2.0,0.392,0.436,0.3926179,0.43850243
2.0,0.392,0.436,0.38388981,0.43978526
2.0,0.392,0.436,0.37557194,0.45315136
2.0,0.392,0.436,0.36118496,0.52703012
2.0,0.392,0.437,0.33379883,0.90382195
2.0,0.392,0.437,0.27979139,2.81105944
2.0,0.161,5.408,0.28433198,2.46244451
2.0,0.161,5.41,0.23011009,2.66484729
2.0,0.16,0.947,0.20811199,3.05161807
2.0,0.16,0.947,0.20127787,1.35929769
2.0,0.16,0.947,0.20457771,1.02544362
2.0,0.16,0.947,0.21197622,0.96059997
2.0,0.16,0.947,0.23604572,0.95013103
2.0,0.246,0.948,0.23807051,0.94943779
2.0,0.43,0.316,0.394362,0.85802387
2.0,0.43,0.316,0.42399647,0.89776238
2.0,0.43,0.316,0.43525442,0.88497999
2.0,0.43,0.317,0.43970499,0.95532444
2.0,0.43,0.317,0.4420881,1.69894122
2.0,0.431,2.176,0.44361201,1.68878647
2.0,0.431,2.177,0.44531609,2.43735942
2.0,0.431,2.177,0.44624588,2.51721498
2.0,0.431,2.177,0.44615529,2.51387154
2.0,0.429,2.178,0.44555043,2.50503559
2.0,0.429,2.178,0.44555221,2.49719092
2.0,0.429,2.178,0.44516399,2.4885619
2.0,0.429,2.178,0.44536687,2.48071651
2.0,0.429,2.178,0.44609101,2.47303166
2.0,0.429,2.178,0.44713486,2.47253826
2.0,0.429,2.178,0.44813733,2.48478724
2.0,0.429,2.178,0.44879069,2.49627835
2.0,0.429,2.179,0.44904583,2.50528811
2.0,0.429,2.179,0.45792184,2.50900041
2.0,0.43,2.179,0.47830141,2.50630395
2.0,0.43,2.18,0.50985688,2.45813815
2.0,0.43,2.18,0.54839835,2.36818275
2.0,0.43,2.18,0.59456263,2.26094528
2.0,0.43,2.181,0.6656557,2.16993792
2.0,0.43,2.181,0.80906501,2.10236589
2.0,0.43,2.181,1.13898381,1.90603352
2.0,1.616,1.743,1.14889544,1.90329579
2.0,1.617,1.743,1.47941217,1.72963149
2.0,1.619,1.743,1.61947209,1.72713015
2.0,1.608,1.743,1.67688814,1.75037496
2.0,1.608,1.744,1.69615461,1.77050965
2.0,1.609,1.744,1.70387144,1.77904057
2.0,0.31,0.351,0.57057444,0.54144844
2.0,0.31,0.351,0.4793899,0.41614383
2.0,0.229,0.351,0.40455772,0.39909764
2.0,0.229,0.351,0.3234096,0.39482802
2.0,0.229,0.351,0.27494647,0.38568788
2.0,0.229,0.351,0.24940986,0.37988996
2.0,0.229,0.351,0.24934201,0.3993792
2.0,0.229,0.351,0.25127864,0.40887073
2.0,0.23,0.351,0.25322199,0.41836882
2.0,0.23,0.352,0.25538311,0.42615849
2.0,0.23,0.352,0.25709562,0.43349586
2.0,0.23,0.352,0.25864148,0.43088005
2.0,0.23,0.352,0.26229065,0.45295403
2.0,0.23,0.352,0.27156503,0.62855695
2.0,0.23,0.352,0.2949704,1.99317305
2.0,0.321,3.695,0.29409476,1.97943467
2.0,0.321,3.696,0.31709685,3.34691596
2.0,0.321,3.696,0.32594513,3.55406776
2.0,0.321,3.697,0.32861064,3.58409599
2.0,0.321,3.701,0.32898731,3.58811132
2.0,0.321,3.702,0.32854886,3.59579698
2.0,0.321,3.703,0.32807326,3.60407597
2.0,0.321,3.703,0.32776988,3.63461213
2.0,0.321,3.704,0.32760524,3.64177905
2.0,0.321,3.704,0.32748302,3.66147689
2.0,0.321,3.705,0.32745178,3.65153828
2.0,0.321,3.706,0.3275291,3.65608655
2.0,0.322,3.707,0.32742202,3.65861253
2.0,0.322,3.708,0.32761613,3.66100759
2.0,2.291,14.224,2.25772165,13.96737273
2.0,2.291,14.252,2.26541928,14.0052863
2.0,2.293,14.257,2.27528807,14.08479633
2.0,2.294,14.285,2.29428087,14.08772889
2.0,2.294,14.346,2.34280024,13.91913144
2.0,2.297,14.351,2.47024095,12.97298809
2.0,2.297,14.365,2.76516478,7.98747613
2.0,3.619,1.782,2.71642351,7.99488707
2.0,3.62,1.783,2.96286576,2.99833567
2.0,3.622,1.784,2.9469314,1.99791739
2.0,3.628,1.784,2.65004514,1.71609295
2.0,3.635,1.784,1.8899651,1.21370416
2.0,0.455,0.604,1.9080658,1.21186316
2.0,0.455,0.604,1.11635874,0.75772694
2.0,0.455,0.604,0.74653657,0.74551899
2.0,0.455,0.605,0.57630621,1.13338072
2.0,0.455,1.627,0.50480421,1.12912431
2.0,0.455,1.628,0.46958798,1.53305983
2.0,0.455,1.628,0.45349029,1.61065389
2.0,0.455,1.628,0.44698107,1.62300953
2.0,0.455,1.628,0.44559435,1.62260891
2.0,0.455,1.628,0.44373921,1.62050772
2.0,0.455,1.628,0.45866295,1.61833133
2.0,0.455,1.628,0.45904071,1.61563756
2.0,0.455,1.629,0.45986357,1.60548262
2.0,0.455,1.629,0.46296021,1.55606243
2.0,0.455,1.629,0.46409661,1.30400498
2.0,0.455,0.996,0.46496428,1.3071413
2.0,0.456,0.996,0.46614269,1.07004928
2.0,0.456,0.996,0.46411294,1.11380719
2.0,0.456,0.997,0.45841916,1.58460031
2.0,2.156,1.129,2.26069525,0.9840428
2.0,2.158,1.129,2.25874852,0.99055159
2.0,2.16,1.129,2.25634833,0.99559823
2.0,2.161,1.129,2.25518904,1.00024744
2.0,2.163,1.129,2.24444075,1.00483469
2.0,2.163,1.129,2.2004781,1.00976735
2.0,2.164,1.13,2.11919671,1.02625572
2.0,2.165,1.13,1.98638035,1.07355446
2.0,2.165,1.13,1.76213546,1.12433503
2.0,2.165,1.131,1.28169442,1.14437875
2.0,0.226,1.131,1.24916373,1.14932204
2.0,0.226,1.131,0.73924557,1.22533467
2.0,0.227,1.334,0.47690902,1.22546354
2.0,0.227,1.334,0.3341049,1.29876519
2.0,0.227,1.335,0.26664028,1.28589115
2.0,0.227,1.335,0.24625276,1.25931199
2.0,0.227,1.335,0.24508325,1.24658744
2.0,0.227,1.335,0.24426958,1.24808064
2.0,2.166,1.132,2.13820757,1.69212851
2.0,2.167,1.132,2.13490757,1.29085456
2.0,2.167,1.133,2.13206735,1.28547486
2.0,2.169,1.133,2.12735169,1.26592997
2.0,2.17,1.133,2.12547213,1.25963919
2.0,2.17,1.133,2.12656886,1.25379355
2.0,2.171,1.133,2.12949259,1.24840755
2.0,2.172,1.134,2.13147237,1.2445451
2.0,2.173,1.134,2.13421245,1.24007491
2.0,2.174,1.134,2.12244606,1.23506825
2.0,2.175,1.134,2.06965863,1.23131975
2.0,2.175,1.135,1.93334238,1.22788839
2.0,2.176,1.135,1.67396888,1.21743693
2.0,2.176,1.135,1.1631526,1.18380554
2.0,0.226,1.136,1.13945268,1.13390444
2.0,0.226,1.136,0.68215863,1.09663233
2.0,0.227,1.136,0.4920685,1.0842798
2.0,0.227,1.136,0.38822991,1.09077663
2.0,0.227,1.136,0.3145549,1.09986808
2.0,0.227,1.136,0.26546018,1.07285188
2.0,0.227,1.137,0.2389347,0.75482218
2.0,0.227,0.315,0.23030054,0.75355969
2.0,0.227,0.315,0.23292311,0.42108011
2.0,0.227,0.315,0.24679364,0.38396129
2.0,0.227,0.315,0.2805883,0.38156881
2.0,0.31,0.316,0.29772366,0.39144138
2.0,0.31,0.316,0.3354567,0.4239075
2.0,0.31,0.316,0.36057349,0.54065169
2.0,0.31,0.316,0.39418748,0.71985969
2.0,1.901,2.508,2.03379088,4.0307491
2.0,1.903,2.508,1.99380721,2.91007906
2.0,1.904,2.508,1.98692271,2.86483893
2.0,1.907,2.509,1.99040909,2.85860204
2.0,1.91,2.509,1.99975026,2.82582568
2.0,1.912,2.509,2.00822993,2.8004438
2.0,1.913,2.51,2.01320788,2.77497657
2.0,1.914,2.511,2.0147062,2.74396691
2.0,1.914,2.511,2.01269403,2.6720823
2.0,1.915,2.511,1.99305563,2.579219
2.0,1.916,2.512,1.94711719,2.48782157
2.0,1.918,2.512,1.88026435,2.42821659
2.0,1.92,2.512,1.79790694,2.39500106
2.0,1.921,2.512,1.69112801,2.39395033
2.0,1.922,2.513,1.51648937,2.3987183
2.0,1.922,2.514,1.1362357,2.3938263
2.0,0.31,2.514,1.16202664,2.2787501
2.0,0.31,2.514,0.7960884,1.41374366
2.0,0.31,0.351,0.6580545,1.41549158
2.0,2.267,13.85,2.12784464,12.12574558
2.0,2.269,13.887,2.19306281,13.55351084
2.0,2.275,13.987,2.21876928,13.67458066
2.0,2.279,13.997,2.23351926,13.74381276
2.0,2.284,14.029,2.24085769,13.77862712
2.0,2.286,14.066,2.24557447,13.83215377
2.0,2.288,14.149,2.24941913,13.86577488
2.0,2.289,14.196,2.25377256,13.91906892
,,,,
2.0,2.684,0.028,2.67273844,0.72381803
2.0,2.687,0.028,2.67372212,0.3087906
2.0,2.696,0.028,2.66955064,0.30030145
2.0,2.698,0.028,2.66531976,0.29649132
2.0,2.699,0.028,2.66280434,0.26670278
2.0,2.7,0.028,2.66299123,0.22182678
,,,,
,,,,
2.0,2.15,1.128,2.35657684,0.98051947
2.0,2.151,1.128,2.28549763,0.97200572
2.0,2.154,1.128,2.26356928,0.97305651
2.0,2.154,1.128,2.26255606,0.97231818
2.0,2.155,1.128,2.26249676,0.97808791
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2.0,0.382,1.92,0.411799,2.07941713
2.0,0.382,1.92,0.42165151,2.05912734
2.0,0.382,1.92,0.43891198,1.69468064
2.0,0.448,1.07,0.4374639,1.68756798
2.0,0.448,1.07,0.45560943,1.31791837
2.0,0.448,1.071,0.46703194,1.24982818
2.0,0.448,1.071,0.4857923,1.23401811
2.0,0.448,1.071,0.52403155,1.23118113
2.0,0.448,1.072,0.61868441,1.18146905
2.0,0.799,0.989,0.60344336,1.17034635
2.0,0.799,0.99,0.63246827,1.46256868
2.0,0.818,1.329,0.70642949,4.26364376
2.0,0.817,7.401,0.75196856,4.26630447
2.0,0.817,7.402,0.7780942,6.84069855
2.0,0.817,7.417,0.78389547,7.15714758
2.0,0.817,7.421,0.77605315,7.19218537
2.0,0.818,7.423,0.7468897,7.18447073
2.0,0.818,7.424,0.67290994,7.17852912
2.0,0.546,7.424,0.67624418,7.17927356
2.0,0.546,7.427,0.60762995,7.17029673
2.0,0.547,7.428,0.6019939,6.17154007
,,,,
2.0,0.385,1.781,0.28783065,3.10942138
