ZONE,Cu,Au,Cu_SK,Au_SK
2.0,0.473,1.307,0.60302942,1.27452639
2.0,0.473,1.307,0.58761785,1.27689074
2.0,0.473,1.307,0.57358013,1.28127081
2.0,0.473,1.308,0.56250325,1.28503523
2.0,0.473,1.308,0.55298193,1.28721931
2.0,0.473,1.308,0.55062468,1.26404118
2.0,0.473,1.308,0.54989251,1.26480161
2.0,0.474,1.308,0.54956216,1.26680934
2.0,0.474,1.309,0.549807,1.26828354
2.0,0.474,1.309,0.54999411,1.27003494
2.0,0.474,1.309,0.54988931,1.27107242
2.0,0.474,1.309,0.54919996,1.27173657
2.0,0.474,1.309,0.54734056,1.27280456
2.0,0.474,1.31,0.54350842,1.28212478
2.0,0.474,1.31,0.53562845,1.36646206
2.0,0.474,1.311,0.51812441,2.01841787
2.0,0.414,2.867,0.51716737,2.01996998
2.0,0.414,2.867,0.49956726,2.67142969
2.0,0.414,2.867,0.49201156,2.75575516
2.0,0.414,2.868,0.48461001,2.76636875
2.0,0.414,2.868,0.4742533,2.77700241
2.0,0.414,2.868,0.46045492,2.79319661
2.0,0.414,2.868,0.44465477,2.8045339
2.0,0.414,2.869,0.42887757,2.78893485
2.0,0.414,2.869,0.41313248,2.64189435
2.0,0.414,2.869,0.39344826,1.53219384
2.0,2.246,0.225,2.14033147,0.25789315
2.0,2.246,0.225,2.13174963,0.28172062
2.0,2.248,0.225,2.11797632,0.28898671
2.0,2.248,0.225,2.10512989,0.28714536
2.0,2.249,0.226,2.08903755,0.28675034
2.0,2.251,0.226,2.05649916,0.28758991
2.0,2.251,0.226,1.97344633,0.29686946
2.0,2.252,0.226,1.76552673,0.37669398
2.0,1.482,0.421,1.76805252,0.37581401
2.0,1.483,0.421,1.55981154,0.47136471
2.0,1.485,0.421,1.45186558,0.46745831
2.0,1.485,0.421,1.4147969,0.46807198
2.0,1.485,0.422,1.40277322,0.46733725
2.0,1.486,0.422,1.39759053,0.46702032
2.0,1.487,0.422,1.39689688,0.46642751
2.0,1.487,0.422,1.39165683,0.46578841
2.0,1.49,0.422,1.39157143,0.46513581
2.0,1.491,0.422,1.39267073,0.46208327
2.0,1.491,0.422,1.39303053,0.46486009
2.0,1.492,0.423,1.39170486,0.47809148
2.0,1.492,0.423,1.39268673,0.49917635
2.0,1.492,0.423,1.39056782,0.52179978
2.0,1.493,0.424,1.38919962,0.53387355
2.0,1.494,0.424,1.38154836,0.54125772
2.0,1.495,0.424,1.35621381,0.60791737
2.0,1.481,0.424,1.30303543,1.16535972
2.0,1.481,1.774,1.16367907,1.1196534
2.0,1.482,1.774,0.82935461,1.2540549
2.0,0.273,0.697,0.82830346,1.34304915
2.0,0.273,0.697,0.49606458,0.90168759
2.0,0.273,0.697,0.36047988,0.83080386
2.0,0.273,0.697,0.30434811,0.79335274
2.0,0.203,2.643,0.51208014,2.46892919
2.0,0.203,2.644,0.4825935,2.49241269
2.0,0.203,2.644,0.67273866,1.82960003
2.0,1.026,1.049,0.66310724,1.82639698
2.0,1.026,1.049,0.88890366,1.15387618
2.0,1.026,1.049,0.98806418,1.04902249
2.0,1.027,1.05,1.0286242,1.08871642
2.0,1.027,1.05,1.03555337,1.58831517
2.0,1.027,1.05,1.01106726,5.05949058
2.0,0.907,9.592,1.00963732,5.05870609
2.0,0.907,9.597,0.97973776,8.50590217
2.0,0.908,9.603,0.97145184,8.98484972
2.0,0.908,9.605,0.97027746,9.05310632
2.0,0.908,9.622,0.97101677,9.0201406
2.0,0.909,9.623,0.97017011,8.57056743
2.0,0.909,9.626,0.96751691,5.20426877
2.0,0.903,1.278,0.96675666,5.19807164
2.0,0.903,1.278,0.96483338,1.80728086
2.0,0.904,1.278,0.96354491,1.31751795
2.0,0.904,1.279,0.96318303,1.25234921
2.0,0.905,1.279,0.96256735,1.25152465
2.0,0.905,1.279,0.96247576,1.25349924
2.0,0.905,1.279,0.96287426,1.2519207
2.0,0.906,1.279,0.96405257,1.24796223
2.0,0.906,1.279,0.96817923,1.24669837
2.0,1.37,0.527,1.28499789,0.8991106
2.0,1.371,0.527,1.35806019,0.8987954
2.0,1.371,0.527,1.39013688,1.03016273
2.0,1.371,0.527,1.42478,1.1064282
2.0,1.372,0.527,1.51457427,1.4270586
2.0,1.727,1.37,1.51432949,1.41918026
2.0,1.727,1.37,1.60781041,1.70427731
2.0,1.729,1.371,1.64716852,1.55880065
2.0,1.73,1.371,1.66440174,0.92032379
2.0,1.73,0.155,1.67162007,0.81366404
2.0,1.73,0.156,1.6752711,0.29341159
2.0,1.731,0.156,1.67274413,0.22163657
2.0,1.731,0.156,1.67114189,0.21229464
2.0,1.732,0.156,1.66885117,0.21127129
2.0,1.732,0.156,1.66751118,0.21102104
2.0,1.733,0.156,1.66671996,0.2099316
2.0,1.733,0.156,1.6678431,0.20865234
2.0,1.303,0.078,1.1083013,1.5336257
2.0,1.304,0.078,1.21229292,0.41237893
2.0,1.304,0.078,1.26222146,0.33880133
2.0,1.304,0.078,1.29825999,0.30968092
2.0,1.305,0.078,1.33058682,0.25458681
2.0,1.305,0.078,1.35468447,0.17188928
2.0,1.305,0.078,1.36393758,0.11293831
2.0,1.302,0.079,1.35470506,0.09462465
2.0,1.303,0.079,1.31546207,0.10050701
2.0,1.005,2.96,1.05030222,2.2447373
2.0,1.005,2.961,1.04936314,2.70773151
2.0,1.005,2.961,1.06091567,2.72603415
2.0,1.005,2.961,1.12539944,2.70088313
2.0,1.005,2.961,1.26180528,2.57143927
2.0,1.006,2.962,1.59337467,1.46392738
2.0,2.239,0.224,1.59190357,1.46939811
2.0,2.241,0.225,1.91903098,0.36210448
2.0,2.241,0.225,2.05460969,0.23233307
2.0,2.242,0.225,2.1192025,0.22061979
2.0,2.245,0.225,2.13968272,0.23168823
,,,,
,,,,
,,,,
,,,,
2.0,0.004,8.503,0.00508681,8.40294439
2.0,0.004,8.511,0.005077,8.48681971
2.0,0.004,8.516,0.00493673,8.50350224
2.0,0.004,8.517,0.00492357,8.51116655
2.0,0.004,8.526,0.00486256,8.51277871
2.0,0.004,8.53,0.00480548,8.48130931
2.0,0.004,8.531,0.00480305,8.23999049
2.0,0.004,8.533,0.00474581,6.6623844
2.0,0.004,4.806,0.00469091,6.66330579
2.0,0.004,4.807,0.00462949,5.08500859
2.0,0.004,4.807,0.0045734,4.84611092
2.0,0.004,4.808,0.00458292,4.80991257
2.0,0.004,4.809,0.0048264,4.80498459
2.0,0.004,4.81,0.00575415,4.80454624
2.0,0.004,4.81,0.00784759,4.80529663
2.0,0.004,4.811,0.01275214,4.80622264
2.0,0.004,4.812,0.02408004,4.80733499
2.0,0.004,4.814,0.05027819,4.80787684
2.0,0.004,4.815,0.11075762,4.80691532
2.0,0.213,4.815,0.11008906,4.79662187
2.0,0.213,4.816,0.14335439,4.70430379
,,,,
2.0,0.653,4.378,0.61495524,4.02414815
2.0,0.582,3.669,0.61402323,4.02430314
2.0,0.582,3.669,0.59164963,3.72396269
2.0,0.582,3.67,0.57730738,3.67454455
2.0,0.582,3.671,0.56019888,3.63649118
2.0,0.582,3.671,0.52775778,3.42669031
2.0,0.582,3.671,0.45606953,2.04956407
2.0,0.329,0.417,0.45599909,2.04958065
2.0,0.329,0.417,0.38437976,0.67254776
2.0,0.329,0.417,0.3524024,0.4633256
2.0,0.329,0.417,0.33614787,0.42603517
2.0,0.329,0.418,0.32319683,0.42709972
2.0,0.329,0.418,0.30353709,0.41709988
2.0,0.329,0.418,0.26285835,0.40320275
2.0,0.329,0.418,0.17088025,0.31486245
2.0,0.004,0.205,0.17048874,0.31435805
2.0,0.004,0.205,0.07836196,0.22418996
2.0,0.004,0.205,0.03844412,0.21088128
2.0,0.004,0.205,0.02112237,0.20922155
2.0,0.004,0.206,0.01336106,0.20895171
2.0,0.004,0.206,0.00732995,0.20932114
2.0,0.004,0.206,0.00595164,0.20936442
2.0,0.004,0.206,0.0053728,0.21073984
2.0,0.004,0.206,0.0051768,0.22256435
2.0,0.004,0.206,0.00512963,0.30336881
2.0,0.004,0.206,0.00510747,0.84739569
2.0,0.004,0.206,0.00510607,4.3580823
2.0,0.004,8.501,0.00509708,4.36007725
2.0,0.004,8.502,0.00509177,7.86457796
2.0,0.703,1.254,0.69635066,1.28243199
2.0,0.703,1.255,0.69626448,1.39674462
2.0,0.703,1.255,0.69591042,2.1602322
2.0,0.703,1.256,0.69493484,7.1802492
2.0,0.703,13.156,0.69252582,7.08850083
2.0,0.704,13.169,0.68616639,11.45122576
2.0,0.704,13.186,0.67164371,7.74326377
2.0,0.651,2.59,0.67186232,7.86971372
2.0,0.651,2.591,0.65716716,3.4049239
2.0,0.651,2.592,0.65082204,2.72337469
2.0,0.651,2.593,0.6481219,2.61882588
2.0,0.651,2.593,0.6470136,2.60199841
2.0,0.651,2.594,0.64662289,2.59926092
2.0,0.651,2.594,0.64660449,2.60006448
2.0,0.651,2.594,0.64686665,2.6000952
2.0,0.652,2.594,0.64690692,2.5999827
2.0,0.652,2.595,0.64742738,2.60018833
2.0,0.652,2.595,0.64761608,2.60304398
2.0,0.652,2.595,0.64776887,2.62117133
2.0,0.652,2.596,0.64787357,2.73535672
2.0,0.652,2.596,0.64795928,3.48720257
2.0,0.652,4.373,0.64818692,3.48758964
2.0,0.652,4.374,0.6484915,4.23946828
2.0,0.652,4.374,0.64890478,4.35394752
2.0,0.653,4.374,0.6488707,4.37209592
2.0,0.653,4.376,0.64871367,4.37450898
2.0,0.653,4.376,0.64744883,4.3747805
2.0,0.653,4.377,0.64390578,4.36881496
2.0,0.653,4.378,0.63527181,4.32364816
2.0,0.416,2.294,0.49819592,2.29457113
2.0,0.416,2.294,0.4513263,2.30449536
2.0,0.416,2.294,0.4320962,2.30555636
2.0,0.416,2.294,0.42476556,2.30441016
2.0,0.416,2.294,0.42272988,2.30302926
2.0,0.417,2.295,0.4221607,2.29782239
2.0,0.417,2.295,0.42262707,2.2933719
2.0,0.417,2.295,0.42311671,2.28930443
2.0,0.417,2.296,0.42662264,2.28611912
2.0,0.417,2.296,0.42967208,2.28705621
2.0,0.417,2.296,0.4353624,2.28776925
2.0,0.417,2.297,0.45397465,2.28740665
2.0,0.417,2.297,0.49720116,2.28672052
2.0,0.417,2.297,0.59715917,2.27796834
2.0,0.774,2.298,0.59675828,2.21161213
2.0,0.774,2.299,0.69587694,1.7694247
2.0,0.773,1.251,0.7375749,1.77011071
2.0,0.773,1.251,0.75204626,1.32830604
2.0,0.773,1.251,0.75078114,1.26411584
2.0,0.774,1.252,0.73294331,1.25756235
2.0,0.702,1.252,0.73347121,1.25998161
2.0,0.702,1.252,0.71280952,1.26270847
2.0,0.702,1.252,0.70333799,1.26521977
2.0,0.702,1.253,0.69937545,1.26450134
2.0,0.703,1.253,0.69726813,1.26390032
2.0,0.703,1.253,0.69650518,1.26338928
2.0,0.703,1.253,0.69644298,1.26336713
2.0,0.703,1.253,0.69651019,1.26350839
2.0,0.703,1.254,0.69631497,1.26469989
2.0,0.426,5.981,1.09286359,5.57228201
2.0,0.426,5.986,0.74563181,5.35581064
2.0,0.426,5.987,0.5643675,3.43784019
2.0,0.425,1.228,0.49030495,3.40033475
2.0,0.425,1.228,0.45480325,1.48960473
2.0,0.425,1.229,0.44078236,1.27223957
2.0,0.425,1.229,0.4373129,1.25677692
2.0,0.425,1.229,0.43704074,1.25106259
2.0,0.425,1.229,0.43742523,1.25075688
2.0,0.425,1.229,0.43906387,1.25331621
2.0,1.312,2.027,1.19806339,2.59778456
2.0,1.312,2.028,1.0873406,2.52458355
2.0,1.313,2.028,0.87589166,1.92074381
2.0,0.59,0.717,0.86965688,1.72062164
2.0,0.59,0.718,0.68087013,1.00016243
2.0,0.59,0.718,0.60547352,0.83124268
2.0,0.59,0.718,0.57696102,0.77565869
2.0,0.591,0.718,0.56694292,0.75526533
2.0,0.591,0.718,0.56505852,0.75430719
2.0,0.591,0.718,0.56577936,0.75290348
2.0,0.592,0.718,0.56609158,0.75226346
2.0,0.592,0.718,0.56661559,0.75161234
2.0,0.591,0.718,0.56917507,0.7510261
2.0,0.591,0.718,0.57381656,0.81853923
2.0,0.591,0.719,0.58042607,0.96273065
2.0,0.591,0.719,0.58704223,1.0797392
2.0,0.591,0.719,0.59167744,1.11906249
2.0,0.591,0.719,0.59388022,1.11306169
2.0,0.591,0.719,0.59416828,1.1068224
2.0,0.591,0.719,0.59423056,1.10086805
2.0,2.081,4.465,1.97554577,3.14258726
2.0,2.066,3.084,2.03131521,3.77446202
2.0,2.067,3.085,2.04033962,3.20381333
2.0,2.073,3.086,2.03372963,3.11426356
2.0,2.075,3.086,2.01444,3.09535519
2.0,2.077,3.087,1.97162992,3.07151942
2.0,2.078,3.088,1.87867362,2.94035807
2.0,2.078,3.088,1.67038154,2.07944015
2.0,1.335,1.041,1.66917703,2.07863008
2.0,1.335,1.041,1.46003376,1.21809558
2.0,1.336,1.041,1.36302688,1.08639998
2.0,1.336,1.041,1.30547992,1.06670044
2.0,1.337,1.042,1.24210602,1.07747919
2.0,1.337,1.042,1.12555701,1.16053417
2.0,1.338,1.042,0.86587258,1.68922237
2.0,0.416,2.294,0.86610003,1.68633783
2.0,0.416,2.294,0.60880529,2.21440923
2.0,2.085,6.736,1.70550601,4.59537253
2.0,1.712,5.965,1.83894912,5.79164912
2.0,1.712,5.966,1.75815527,5.40733041
2.0,1.713,5.966,1.72507573,5.30017628
2.0,1.713,5.968,1.71330947,5.28736286
2.0,1.714,5.969,1.70446315,5.26974331
2.0,1.714,5.97,1.70461566,5.29262156
2.0,1.715,5.973,1.68352426,5.35190555
2.0,1.716,5.975,1.65735912,5.43620052
2.0,1.716,5.976,1.62471101,5.49253963
2.0,1.718,5.978,1.56548536,5.52767053
2.0,1.718,5.979,1.42939297,5.55535337
2.0,1.72,5.98,1.09627494,5.57522992
2.0,1.592,0.552,1.61354943,2.04328614
2.0,1.592,0.553,1.59936276,1.09543341
2.0,1.593,0.553,1.58358309,1.08430704
2.0,1.594,0.553,1.54875752,1.19620928
2.0,1.594,0.553,1.46482279,1.85349902
2.0,1.31,2.026,1.45041547,1.93948377
2.0,1.31,2.026,1.36522611,2.56061669
2.0,1.311,2.026,1.329702,2.62686855
2.0,1.311,2.026,1.30442959,2.62057156
2.0,1.312,2.027,1.26465428,2.61052902
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2.0,0.165,0.505,0.30525975,0.5350488
2.0,0.438,0.505,0.3048334,0.53805941
2.0,0.438,0.505,0.37932246,0.56400823
2.0,0.438,0.505,0.41328215,0.74221331
2.0,0.438,0.505,0.42801792,1.91248631
2.0,0.438,3.272,0.43680408,1.91110499
2.0,0.438,3.272,0.4454062,3.08176433
2.0,0.438,3.273,0.46016904,3.25229431
2.0,0.438,3.273,0.49230511,3.24899339
2.0,0.549,3.274,0.49283816,3.0599901
2.0,0.55,3.275,0.52386006,1.80761955
2.0,0.549,0.319,0.53732977,1.8064005
2.0,0.549,0.319,0.54184465,0.55387812
2.0,0.549,0.32,0.54113814,0.36046338
2.0,0.549,0.32,0.53485001,0.32985215
2.0,0.549,0.32,0.51835746,0.32458047
2.0,0.489,0.32,0.51855385,0.32068426
2.0,0.489,0.32,0.50166693,0.31869059
2.0,0.489,0.32,0.49427609,0.32115609
2.0,0.489,0.32,0.49095015,0.33752864
2.0,0.489,0.32,0.48965882,0.46466591
,,,,
2.0,0.284,6.784,0.28544644,6.75132357
2.0,0.284,6.786,0.27915734,6.68839753
2.0,0.284,6.79,0.26453739,6.25366616
2.0,0.284,6.79,0.2310491,3.39009925
2.0,0.165,0.007,0.23103075,3.39240951
2.0,0.165,0.007,0.19752827,0.5270615
2.0,0.165,0.007,0.18293963,0.09065092
2.0,0.165,0.007,0.17657558,0.02473023
2.0,0.165,0.007,0.17378389,0.01521745
2.0,0.165,0.007,0.17205245,0.01415297
2.0,0.165,0.007,0.17145454,0.01758026
2.0,0.165,0.007,0.17143786,0.02306912
2.0,0.165,0.007,0.17198887,0.03449216
2.0,0.165,0.007,0.17285539,0.10606725
2.0,0.165,0.008,0.17391759,0.55046232
2.0,0.165,0.008,0.17526077,3.43549225
2.0,0.165,6.82,0.17637945,3.43879691
2.0,0.165,6.825,0.1770445,6.32093441
2.0,0.165,6.828,0.17734522,6.76173321
2.0,0.165,6.828,0.17771377,6.82053459
2.0,0.165,6.828,0.17780143,6.76999023
2.0,0.165,6.832,0.17723,6.36311582
2.0,0.165,6.833,0.17634441,3.6893675
2.0,0.165,0.504,0.17642248,3.69060555
2.0,0.165,0.504,0.17622484,1.01400741
2.0,0.165,0.504,0.17742989,0.60557805
2.0,0.165,0.504,0.18312568,0.54339257
2.0,0.165,0.505,0.19703447,0.53433748
2.0,0.165,0.505,0.22892888,0.53549311
2.0,0.749,1.943,0.74568703,1.91385624
2.0,0.749,1.943,0.74497854,1.7531211
2.0,0.749,1.484,0.74467388,2.23114083
2.0,0.749,1.485,0.74119804,5.7610444
2.0,0.749,10.174,0.74145629,5.74125527
2.0,0.749,10.174,0.74188477,9.47684326
2.0,0.749,10.186,0.74275328,9.98861452
2.0,0.749,10.192,0.74466628,10.06692241
2.0,0.75,10.199,0.7483776,10.09419228
2.0,0.75,10.207,0.75731069,10.10593745
2.0,0.775,10.208,0.76057248,10.11216997
2.0,0.786,10.213,0.76812888,10.11979309
2.0,0.786,10.222,0.77447827,10.12866981
2.0,0.787,10.227,0.77695009,10.13930768
2.0,0.787,10.229,0.77849518,10.15345777
2.0,0.787,10.241,0.77899257,10.16961871
2.0,0.787,10.251,0.77972869,10.18221752
2.0,0.787,10.261,0.78206939,10.19599575
2.0,0.788,10.266,0.78778352,10.21836953
2.0,0.788,10.273,0.80311497,10.22534835
2.0,0.788,10.279,0.83949919,10.23299848
2.0,0.788,10.282,0.92606487,10.23997276
2.0,0.788,10.298,1.13145786,10.19623793
2.0,1.506,10.336,1.12887335,9.62502878
2.0,1.508,10.337,1.32317572,5.22474343
2.0,1.505,0.162,1.3803935,4.64440502
2.0,1.506,0.162,1.32343899,1.46394629
,,,,
2.0,0.83,4.215,0.81988412,4.18924389
2.0,0.83,4.216,0.81838594,4.19166031
2.0,0.83,4.218,0.81399999,4.19273594
2.0,0.83,4.218,0.80291585,4.19333012
2.0,0.83,4.219,0.77606056,4.188442
2.0,0.83,4.219,0.71255903,4.15330059
2.0,0.83,4.219,0.56491351,3.91432394
2.0,0.298,3.65,0.56596802,3.9151641
2.0,0.298,3.651,0.41834248,3.67667993
2.0,0.298,3.653,0.35543389,3.64499037
2.0,0.298,3.653,0.33022165,3.67038974
2.0,0.298,3.653,0.32366216,3.86906237
2.0,0.32,3.653,0.3165672,5.17431771
2.0,0.32,6.747,0.31606392,5.17774347
2.0,0.32,6.748,0.30717775,6.48466871
2.0,0.283,6.748,0.30800056,6.68670396
2.0,0.283,6.749,0.2980051,6.72056861
2.0,0.283,6.752,0.29358366,6.727685
2.0,0.283,6.752,0.29161441,6.7327845
2.0,0.283,6.756,0.29068369,6.73466591
2.0,0.283,6.756,0.28991431,6.73992589
2.0,0.283,6.761,0.2896822,6.74053213
2.0,0.283,6.762,0.28959546,6.74350252
2.0,0.283,6.763,0.28961719,6.74687513
2.0,0.283,6.766,0.28980719,6.74792608
2.0,0.284,6.767,0.28966192,6.75286974
2.0,0.284,6.778,0.28968573,6.7544654
2.0,0.284,6.778,0.28927606,6.75892012
2.0,0.284,6.78,0.28815079,6.75955095
2.0,0.772,2.059,0.83769119,2.05835233
2.0,0.445,1.425,0.48694384,1.54317908
2.0,0.445,1.425,0.48145927,1.51835714
2.0,0.445,1.426,0.47913644,1.49432863
2.0,0.445,1.426,0.47818964,1.48012108
2.0,0.446,1.426,0.47750253,1.47495481
2.0,0.446,1.426,0.47715391,1.47307064
2.0,0.446,1.427,0.47585198,1.4706255
2.0,0.446,1.427,0.47431446,1.46853595
2.0,0.446,1.427,0.47275361,1.46641997
2.0,0.446,1.427,0.471337,1.46494776
2.0,0.446,1.428,0.47057704,1.46370825
2.0,0.446,1.428,0.47049061,1.489803
2.0,0.446,1.429,0.47224076,1.61610669
2.0,0.446,1.429,0.47825844,2.57079242
2.0,0.468,3.66,0.47930471,2.57889904
2.0,0.468,3.66,0.48872795,3.52759957
2.0,0.468,3.661,0.498416,3.64842032
2.0,0.468,3.662,0.51497146,3.66154373
2.0,0.468,3.662,0.55010987,3.66244933
2.0,0.468,3.663,0.62779836,3.66285463
2.0,0.75,3.664,0.62555591,3.66355568
2.0,0.75,3.664,0.70161845,3.65375028
2.0,0.75,3.664,0.73196817,3.56053917
2.0,0.751,3.666,0.74121635,2.82298362
2.0,0.747,1.941,0.74656203,2.82331315
2.0,0.747,1.941,0.74789642,2.08499048
2.0,0.748,1.941,0.7474546,1.99048055
2.0,0.748,1.942,0.7472047,1.97878726
2.0,0.748,1.942,0.74700338,1.97660808
2.0,0.748,1.943,0.74679797,1.94174562
2.0,0.749,1.943,0.74628064,1.94047807
2.0,0.749,1.943,0.74593388,1.93618614
2.0,5.279,6.404,4.24457513,6.25675643
2.0,5.283,6.405,4.81723978,6.40295642
2.0,5.342,6.406,4.98925104,6.4119397
2.0,5.37,6.406,5.03196528,6.413207
2.0,5.412,6.409,4.86557459,6.35658792
2.0,5.54,6.413,4.35374024,5.95382415
2.0,5.561,6.421,3.14355348,3.27982306
2.0,1.012,0.038,3.17070506,3.26621453
2.0,1.012,0.038,1.92394532,0.56926764
2.0,1.012,0.038,1.38795177,0.14773862
2.0,1.013,0.039,1.15775922,0.07386031
2.0,1.013,0.039,1.05992933,0.05742353
2.0,1.013,0.039,1.01926662,0.05216188
2.0,1.013,0.039,1.00325071,0.05061207
2.0,1.014,0.04,0.99747977,0.05033394
2.0,1.014,0.04,0.99689654,0.05049048
2.0,1.014,0.04,0.99692356,0.0503538
2.0,1.015,0.04,0.9956306,0.05018823
2.0,1.015,0.04,0.99209671,0.054849
2.0,1.015,0.04,0.98291313,0.09399095
2.0,1.015,0.04,0.96092903,0.35992094
2.0,1.016,0.04,0.90880418,2.11279772
2.0,0.828,4.208,0.90977313,2.11424457
2.0,0.828,4.208,0.85771179,3.86824868
2.0,0.828,4.21,0.83533742,4.13641918
2.0,0.828,4.212,0.82591119,4.17867365
2.0,0.828,4.213,0.82223163,4.18597941
2.0,0.828,4.214,0.82110233,4.18766919
2.0,0.584,2.008,0.62415311,3.55509809
2.0,0.575,5.165,0.62433507,3.48772038
2.0,0.575,5.166,0.62105716,4.77059036
2.0,0.575,5.166,0.62014896,4.92939055
2.0,0.575,5.168,0.61783877,4.94201041
2.0,0.575,5.169,0.61245086,4.94045543
2.0,0.575,5.17,0.60281277,4.93349105
2.0,0.575,5.17,0.58831893,4.92654868
2.0,0.575,5.171,0.56761108,4.91683735
2.0,0.576,5.171,0.53335211,4.91788607
2.0,0.479,5.172,0.5290392,4.92437711
2.0,0.479,5.172,0.50048625,4.93463463
2.0,0.479,5.172,0.4896453,4.93473585
2.0,0.479,5.173,0.48946594,4.78560592
2.0,0.479,5.175,0.49350473,3.4786748
2.0,0.479,2.05,0.50722898,3.4856739
2.0,0.479,2.05,0.54117178,2.17391771
2.0,0.479,2.051,0.62079078,2.01744091
2.0,0.77,2.051,0.62028963,2.00725545
2.0,0.77,2.051,0.69968877,2.00840365
2.0,0.77,2.051,0.73335599,2.00925547
2.0,0.77,2.051,0.74736333,2.01094897
2.0,0.77,2.052,0.75305829,2.01268176
2.0,0.77,2.052,0.75543191,2.01540703
2.0,0.77,2.052,0.75665793,2.01819245
2.0,0.771,2.052,0.75712229,2.02572652
2.0,0.771,2.053,0.75752164,2.03796994
2.0,0.771,2.054,0.75742521,2.05508563
2.0,0.769,2.054,0.75796744,2.07027092
2.0,0.77,2.056,0.75766037,2.08669461
2.0,0.77,2.056,0.75794178,2.09052782
2.0,0.77,2.056,0.75822335,2.09012685
2.0,0.77,2.056,0.75865978,2.0899947
2.0,0.77,2.057,0.75918846,2.08943578
2.0,0.771,2.057,0.75985997,2.08819536
2.0,0.771,2.057,0.76171105,2.0843195
2.0,0.771,2.058,0.76545949,2.07739977
2.0,0.771,2.058,0.77390431,2.06979187
2.0,0.771,2.058,0.79336701,2.06314433
2.0,1.349,7.088,1.22542695,6.11863737
2.0,1.349,7.089,1.32713743,6.8327285
2.0,1.349,7.09,1.3498948,6.86559456
2.0,1.35,7.091,1.35653082,6.87782502
2.0,1.35,7.092,1.35557032,6.86034112
2.0,1.351,7.093,1.33384012,6.81365844
2.0,1.351,7.094,1.26242486,6.47902403
2.0,1.351,7.098,1.06666432,3.93273035
2.0,0.551,0.998,1.08890149,3.94836636
2.0,0.551,0.998,0.88254617,1.4334408
2.0,0.551,0.999,0.80605097,1.14830458
2.0,0.551,0.999,0.77714727,1.13210399
2.0,0.551,0.999,0.76782445,1.12865293
2.0,0.551,0.999,0.75548497,1.12634098
2.0,0.552,0.999,0.73621325,1.12389584
2.0,0.552,1.0,0.70595936,1.12113468
2.0,0.552,1.0,0.66917055,1.12522791
2.0,0.552,1.0,0.62982488,1.13537353
2.0,0.552,1.0,0.58846218,1.16934562
2.0,0.552,1.001,0.53849351,1.35914552
2.0,0.445,1.425,0.52910186,1.3672687
2.0,0.445,1.425,0.49961916,1.54289167
2.0,0.572,2.551,0.59371569,6.43196518
2.0,0.572,2.551,0.57620861,3.84794113
2.0,0.572,2.551,0.56890203,3.44197793
2.0,0.572,2.552,0.56444445,2.92036133
2.0,0.572,2.553,0.56024472,2.55809182
2.0,0.555,2.553,0.5602314,2.4466132
2.0,0.555,2.554,0.55593752,2.45992718
,,,,
2.0,0.612,2.539,0.64327205,4.22754456
2.0,0.612,2.539,0.63085261,2.87001381
2.0,0.612,2.54,0.62874366,2.73845009
2.0,0.612,2.54,0.62864783,2.7352455
2.0,0.613,2.542,0.62513188,2.51324408
2.0,0.584,2.008,0.63000307,2.50937033
2.0,0.584,2.008,0.62687227,2.27137809
2.0,0.584,2.008,0.62623228,2.33466096
,,,,
,,,,
,,,,
,,,,
,,,,
2.0,0.349,7.531,0.35951999,7.29327913
2.0,0.349,7.533,0.35715807,7.32638865
2.0,0.349,7.537,0.35531201,7.31575979
2.0,0.349,7.538,0.35340831,7.3099124
2.0,0.349,7.539,0.35196259,7.30828052
2.0,0.349,7.541,0.35081899,7.32128123
2.0,0.349,7.545,0.3494054,7.3281375
2.0,0.349,7.549,0.34904573,7.34241945
2.0,0.349,7.553,0.34914551,7.35616698
2.0,0.349,7.557,0.34955891,7.37247301
2.0,0.349,7.557,0.35051472,7.39098224
2.0,0.349,7.559,0.35277196,7.40436146
2.0,0.349,7.56,0.35810283,7.42142296
2.0,0.349,7.571,0.37069987,7.40719489
2.0,0.349,7.577,0.40051639,7.16484446
2.0,0.593,7.58,0.30591013,5.14669622
2.0,0.261,2.858,0.37541016,5.15232462
2.0,0.261,2.858,0.30985209,3.13100171
2.0,0.261,2.858,0.2819525,2.86739622
2.0,0.261,2.858,0.26937729,2.83522001
2.0,0.261,2.858,0.26238656,2.83123653
2.0,0.261,2.859,0.25523294,2.81421226
2.0,0.261,2.859,0.24219629,2.682737
2.0,0.261,2.86,0.2123513,1.66285338
2.0,0.155,0.331,0.2135574,2.22112216
2.0,0.159,1.622,0.18350546,1.12919508
2.0,0.159,1.622,0.17238136,1.54503627
2.0,0.159,1.622,0.16838224,1.600379
2.0,0.159,1.623,0.16936678,1.60860408
2.0,0.159,1.623,0.17632496,1.61939096
2.0,0.159,1.623,0.19703731,1.75923278
,,,,
2.0,0.53,2.871,0.55686516,2.75955722
2.0,0.53,2.872,0.53085299,2.74093043
2.0,0.53,2.872,0.52077219,2.74728079
2.0,0.53,2.873,0.51777167,2.7516894
2.0,0.531,2.873,0.51786817,2.77377496
2.0,0.531,2.873,0.52294209,2.79568734
